household_key,churn,churn_probability,risk_level,recency,tenure_days,purchase_frequency,discount_rate,median_basket_sales,median_basket_quantity,median_unique_products
2256,0,0.5368946186943054,Medium Risk,11,561,0.05169340463458111,0.1297371680198156,33.61,8.0,6.0
203,0,0.5368210784814967,Medium Risk,15,560,0.06785714285714285,0.14726854715417742,14.245000000000001,7.5,3.0
177,0,0.5360694519845487,Medium Risk,19,612,0.08006535947712418,0.2153282899400814,15.98,6.0,3.0
1951,1,0.5358544327692631,Medium Risk,4,651,0.027649769585253458,0.1539680843485075,24.465,6.5,3.0
2175,1,0.5358488261039724,Medium Risk,10,561,0.030303030303030304,0.16684146701189734,19.79,11.0,8.0
1398,0,0.5344672319675746,Medium Risk,7,584,0.030821917808219176,0.21163126074657498,11.2,6.0,4.5
551,0,0.5342228195144755,Medium Risk,21,649,0.07395993836671803,0.2840205670926518,12.305,5.0,5.0
1669,0,0.5341884193694254,Medium Risk,3,652,0.012269938650306749,0.15747416762342134,16.16,5.5,4.5
1079,1,0.5336753129360484,Medium Risk,19,581,0.08605851979345955,0.16470588235294117,20.0,7.5,3.0
1544,0,0.5334081038827088,Medium Risk,28,634,0.083596214511041,0.1323738945299705,37.4,24.0,11.0
579,0,0.5333990959562248,Medium Risk,5,616,0.03571428571428571,0.41874764713263896,7.41,2.0,2.0
1945,0,0.5333039919397194,Medium Risk,12,620,0.02903225806451613,0.13629706405894415,32.975,12.0,10.5
1644,0,0.5330182979255164,Medium Risk,4,565,0.03185840707964602,0.19524723064546073,13.91,4.5,3.0
2419,0,0.5329033878077696,Medium Risk,29,571,0.11208406304728546,0.14968527481210772,11.344999999999999,4.0,4.0
1733,0,0.531487076168626,Medium Risk,18,656,0.042682926829268296,0.11391144960970831,44.315,13.0,13.0
1030,1,0.5310859601550649,Medium Risk,17,584,0.05136986301369863,0.09144720659530743,38.165,16.0,11.0
1049,0,0.5310546446224027,Medium Risk,24,557,0.09694793536804308,0.2746966540017159,7.395,5.0,4.0
1958,0,0.5309623790076584,Medium Risk,16,606,0.052805280528052806,0.19143199520671061,23.225,11.0,8.0
951,0,0.5309204756192413,Medium Risk,10,654,0.022935779816513763,0.121316231485723,27.65,17.0,9.0
1904,1,0.5308540328470088,Medium Risk,11,610,0.04426229508196721,0.17340432524814303,8.370000000000001,5.0,4.0
169,1,0.5308485042401052,Medium Risk,6,609,0.03940886699507389,0.10360748102355426,7.680000000000001,3.0,1.0
1885,0,0.5298768725787047,Medium Risk,9,557,0.02154398563734291,0.02509451992189123,20.485,505.5,1.0
21,0,0.5294975073782604,Medium Risk,8,602,0.04318936877076412,0.1812425850764908,20.96,14.5,4.0
1909,1,0.5290284315639976,Medium Risk,8,601,0.036605657237936774,0.16440885573776487,9.955,4.0,4.0
530,0,0.5290270015787395,Medium Risk,26,609,0.08538587848932677,0.11576525209741795,23.854999999999997,10.0,8.5
2326,0,0.5277664224873223,Medium Risk,20,552,0.07971014492753623,0.25914558979808716,10.56,6.0,5.5
930,0,0.5276896974082758,Medium Risk,9,607,0.06589785831960461,0.49079675356827623,23.060000000000002,7.5,2.0
1043,1,0.5274095939863118,Medium Risk,13,560,0.033928571428571426,0.4077655173808825,38.7,25.0,14.0
1643,0,0.5271099014909589,Medium Risk,15,593,0.06913996627318718,0.22026858953478046,18.11,15.0,4.0
1704,0,0.5268020813067399,Medium Risk,17,658,0.0668693009118541,0.19640458725074902,5.78,3.0,3.0
1605,0,0.5265807857821373,Medium Risk,23,558,0.1003584229390681,0.3916905444126074,6.3,4.0,3.5
701,0,0.5263568427268323,Medium Risk,18,561,0.062388591800356503,0.13573735479502005,47.02,13.0,12.0
2091,0,0.5261263895040332,Medium Risk,16,581,0.024096385542168676,0.19164769966498735,63.724999999999994,21.0,20.5
247,0,0.5256732878829121,Medium Risk,27,581,0.09122203098106713,0.1403748553517572,15.66,9.0,8.0
1108,1,0.5256079572271039,Medium Risk,4,609,0.0361247947454844,0.20071893187264633,12.625,3.0,2.0
617,0,0.5254564694300059,Medium Risk,17,645,0.040310077519379844,0.1776029680031404,40.945,16.0,13.5
1628,0,0.525446466752877,Medium Risk,2,614,0.019543973941368076,0.14305870496346687,8.23,3.0,3.0
327,1,0.523774370533437,Medium Risk,10,610,0.04426229508196721,0.2055489391733933,6.17,4.0,4.0
625,0,0.5235541522383164,Medium Risk,20,552,0.05615942028985507,0.29905522264555845,33.04,17.0,14.0
326,0,0.5228986163506677,Medium Risk,5,569,0.040421792618629174,0.224812784683085,19.27,5.0,4.0
2398,1,0.5227745644839212,Medium Risk,36,547,0.13711151736745886,0.20024077440911994,19.78,9.0,7.0
1127,0,0.5226600798435109,Medium Risk,10,560,0.04285714285714286,0.1958711872269687,40.01,11.5,10.0
2202,0,0.5225335834112838,Medium Risk,1,569,0.029876977152899824,0.1995587388885336,10.49,3.0,2.0
284,0,0.5222454823334726,Medium Risk,2,585,0.03247863247863248,0.12450546437384934,20.98,4.0,3.0
1734,1,0.5221433815128846,Medium Risk,4,571,0.03327495621716287,0.19093831128693287,7.380000000000001,4.0,3.0
145,0,0.5219909583529627,Medium Risk,22,595,0.08403361344537816,0.2462956270328876,19.42,10.0,7.0
512,0,0.5212925700832075,Medium Risk,21,565,0.03893805309734513,0.27058848532505897,30.7,36.5,17.5
1100,0,0.5212408977277648,Medium Risk,4,564,0.0425531914893617,0.03739118513948866,9.725,2.0,1.0
713,0,0.5204007103892943,Medium Risk,3,581,0.039586919104991396,0.2586480206727324,20.0,7.0,3.0
536,0,0.5202823237876513,Medium Risk,34,641,0.1294851794071763,0.294047230384155,12.81,6.0,5.0
1404,0,0.5200604467398325,Medium Risk,18,603,0.06633499170812604,0.16947168283365316,19.62,9.0,7.5
1280,0,0.5199530086923294,Medium Risk,28,565,0.03893805309734513,0.1310687347285669,11.030000000000001,1126.0,1.0
1750,1,0.5195218273366459,Medium Risk,11,583,0.03430531732418525,0.32078161918470444,29.915,15.5,11.5
2386,0,0.5194282085391139,Medium Risk,16,549,0.08378870673952642,0.2168210721144756,12.895,4.0,3.0
1846,0,0.5192578081155413,Medium Risk,6,576,0.03819444444444445,0.45384994671629203,15.7,7.5,6.0
1181,0,0.5189719754318977,Medium Risk,37,599,0.14691151919866444,0.21056639912440714,11.07,5.5,4.0
2060,0,0.5186220987131636,Medium Risk,8,571,0.050788091068301226,0.08545593706057208,20.04,5.0,4.0
2072,1,0.5185348508789308,Medium Risk,5,585,0.020512820512820513,0.25510277418427485,16.67,10.0,8.0
1255,0,0.5185140174030956,Medium Risk,7,615,0.04390243902439024,0.35403495723317213,12.76,6.0,4.0
1652,0,0.5175669074435808,Medium Risk,9,667,0.043478260869565216,0.15074473890878112,22.380000000000003,6.0,5.0
267,1,0.5172598734709934,Medium Risk,6,629,0.0397456279809221,0.09051768855690424,14.170000000000002,5.0,3.0
59,0,0.5170700264968137,Medium Risk,16,599,0.07178631051752922,0.2306980061436052,22.240000000000002,10.0,6.0
2392,0,0.5166982711243087,Medium Risk,13,657,0.0547945205479452,0.20825489631549032,14.455,9.0,5.0
2430,1,0.5162674515848551,Medium Risk,26,595,0.10084033613445378,0.20440096503088628,19.955,12.0,7.0
2339,0,0.5156226102134392,Medium Risk,4,602,0.013289036544850499,0.2058088946181115,12.84,10.5,8.0
2151,0,0.515236086480139,Medium Risk,14,624,0.0625,0.20963699028691643,6.7700000000000005,5.0,4.0
1399,0,0.5150256391794686,Medium Risk,13,557,0.05385996409335727,0.1783831658023348,23.685000000000002,15.0,8.5
2048,0,0.5148471798015832,Medium Risk,11,655,0.07022900763358779,0.12314084581591066,26.330000000000002,3.0,2.0
780,0,0.5141300581725954,Medium Risk,26,553,0.11573236889692586,0.3452800877273143,6.77,4.0,4.0
981,0,0.5140513532623625,Medium Risk,17,585,0.05982905982905983,0.165268272752477,40.43,15.0,12.0
2297,0,0.5132694040982547,Medium Risk,16,652,0.06288343558282208,0.16733987305251008,15.15,6.0,6.0
615,0,0.5132129502244475,Medium Risk,3,462,0.047619047619047616,0.2763641712016473,11.5,11.0,3.5
1334,0,0.5126536920762298,Medium Risk,21,569,0.09314586994727592,0.22081682413898202,4.77,5.0,4.0
925,1,0.5125412749496261,Medium Risk,30,608,0.1299342105263158,0.15928200478113924,5.23,3.0,2.0
1249,0,0.512214110124122,Medium Risk,6,568,0.03697183098591549,0.1614708733310403,8.780000000000001,6.0,5.0
2379,0,0.5114470265225317,Medium Risk,19,587,0.09028960817717206,0.21566490692756013,12.87,6.0,4.0
877,0,0.5111245992070467,Medium Risk,24,569,0.10193321616871705,0.16816988054663112,40.1,19.5,9.0
1967,0,0.5108391872040875,Medium Risk,26,639,0.10641627543035993,0.15010381392589664,16.675,6.5,5.0
901,0,0.5107389611584352,Medium Risk,37,541,0.13863216266173753,0.18448990455910871,20.68,13.0,9.0
2136,0,0.5103974858873491,Medium Risk,11,635,0.02204724409448819,0.11914033738567009,58.125,20.5,17.0
541,0,0.5100348997197007,Medium Risk,19,612,0.07516339869281045,0.21678495687826946,25.990000000000002,12.5,8.5
2333,0,0.5098130794576863,Medium Risk,0,629,0.02384737678855326,0.6608910891089108,3.74,4.0,4.0
473,0,0.5096230066734261,Medium Risk,33,568,0.11971830985915492,0.213696264073695,36.485,37.0,11.5
1183,1,0.508252318091057,Medium Risk,4,590,0.015254237288135594,0.35756037532687274,17.03,12.0,10.0
610,1,0.507409869347398,Medium Risk,5,569,0.0421792618629174,0.259327121069347,10.629999999999999,4.5,4.5
1706,0,0.5072205747644827,Medium Risk,0,607,0.02471169686985173,0.22097140566541956,21.259999999999998,5.0,5.0
1728,0,0.5068890010395872,Medium Risk,1,575,0.03304347826086956,0.1778307546082052,17.47,4.0,4.0
1592,0,0.5068017037976913,Medium Risk,15,564,0.0851063829787234,0.09496103246103245,34.92,19.0,5.5
2408,0,0.5067348607230288,Medium Risk,11,560,0.04285714285714286,0.18101625798143478,72.87,23.0,17.0
2253,0,0.5065474520158567,Medium Risk,4,611,0.04091653027823241,0.23861967694566813,10.0,10.0,3.0
1713,0,0.5061360508043385,Medium Risk,19,644,0.05124223602484472,0.11326533980262073,57.82,25.0,17.0
1389,0,0.506013639829079,Medium Risk,21,548,0.07116788321167883,0.09286631751826269,63.0,23.0,17.0
2461,0,0.5059973443615761,Medium Risk,11,643,0.03110419906687403,0.1611192808765353,45.675000000000004,18.5,14.0
108,0,0.5058696038130812,Medium Risk,25,573,0.10645724258289703,0.14069157622467404,30.72,15.0,8.0
1410,0,0.5057088663964756,Medium Risk,20,625,0.0688,0.22322764046243732,35.160000000000004,19.0,12.0
2046,0,0.5054917345263009,Medium Risk,13,609,0.0755336617405583,0.13075281926242,8.475000000000001,3.0,2.0
773,0,0.505226828998014,Medium Risk,4,661,0.02723146747352496,0.11341370975815562,32.2,8.5,7.5
498,0,0.5048226998185241,Medium Risk,19,614,0.09283387622149837,0.160561000337952,9.18,4.0,3.0
1221,1,0.5044071503062881,Medium Risk,0,576,0.026041666666666668,0.12513413250758806,41.34,9.0,8.0
29,0,0.5035056845087734,Medium Risk,22,626,0.10543130990415335,0.227454539860312,14.13,4.0,3.5
1265,0,0.502144726543706,Medium Risk,25,539,0.08719851576994433,0.2704045888431561,25.46,14.0,13.0
360,0,0.5019009233142053,Medium Risk,8,569,0.05975395430579965,0.15820640974015207,8.48,3.0,3.0
2434,1,0.5017758096810001,Medium Risk,9,590,0.03898305084745763,0.2545397985768169,30.979999999999997,13.0,11.0
140,0,0.5015945453472437,Medium Risk,57,587,0.23509369676320271,0.19984704532752887,5.62,3.0,2.0
2431,0,0.5015063115176446,Medium Risk,14,596,0.06711409395973154,0.17507780431568393,20.53,9.0,7.0
2101,0,0.5011615675177207,Medium Risk,4,605,0.013223140495867768,0.15347373517308158,35.195,16.5,12.5
1521,1,0.5008277297330267,Medium Risk,15,580,0.07413793103448275,0.2823927316135022,11.79,7.0,6.0
37,0,0.5006768516046323,Medium Risk,17,578,0.0986159169550173,0.19970061299292213,34.33,21.0,5.0
1553,0,0.5005725458509668,Medium Risk,1,664,0.022590361445783132,0.09939931350114417,4.87,3.0,3.0
1290,0,0.5002511693588748,Medium Risk,15,619,0.050080775444264945,0.3176526004280288,24.33,15.0,12.0
1843,0,0.5002190595226736,Medium Risk,10,670,0.06119402985074627,0.1317746383156684,14.68,5.0,3.0
63,0,0.5001712442037461,Medium Risk,6,591,0.05414551607445008,0.1232241532588422,13.625,4.0,3.0
801,0,0.5000767080369246,Medium Risk,8,604,0.04304635761589404,0.420993988564261,42.275000000000006,24.5,11.5
2477,0,0.49977362544740506,Medium Risk,7,656,0.05945121951219512,0.20111419649955642,32.38,23.0,4.0
2251,1,0.4997117364231778,Medium Risk,19,630,0.04126984126984127,0.22190908461637346,57.09,26.5,20.5
474,0,0.4996772570106279,Medium Risk,16,662,0.04833836858006042,0.3018274604229933,22.705,13.5,12.0
1126,0,0.4988478384628767,Medium Risk,25,556,0.046762589928057555,0.22338692924508702,103.44,46.0,31.5
171,0,0.49859381600967495,Medium Risk,6,587,0.04088586030664395,0.21969475289153104,14.535,8.5,6.5
1637,0,0.49859172229317444,Medium Risk,13,598,0.09197324414715718,0.41903457356439006,15.96,6.0,2.0
2308,0,0.4983403006931638,Medium Risk,5,645,0.04496124031007752,0.12080821651434531,11.7,4.0,3.0
1994,0,0.4981175813339801,Medium Risk,10,625,0.064,0.20634165595554968,15.07,5.0,4.0
1581,0,0.497939217902722,Medium Risk,17,232,0.10344827586206896,0.3030901937605054,34.480000000000004,17.5,12.0
1092,0,0.4969009755989948,Medium Risk,11,588,0.06802721088435375,0.1961392662123742,17.515,11.0,5.0
1239,0,0.4956861193665237,Medium Risk,25,564,0.044326241134751775,0.20860209340630145,72.29,35.0,28.0
1027,0,0.4954988067233198,Medium Risk,12,616,0.0633116883116883,0.19569405644928237,22.46,10.0,7.0
1681,1,0.4954758103089921,Medium Risk,37,584,0.1541095890410959,0.16132775873464808,22.759999999999998,12.0,7.0
826,0,0.4948654814478705,Medium Risk,4,654,0.0382262996941896,0.10953888778943202,5.49,3.0,3.0
349,0,0.49419494687760007,Medium Risk,5,574,0.047038327526132406,0.14646142054164538,14.41,6.0,5.0
1448,1,0.49396970867495255,Medium Risk,30,551,0.14519056261343014,0.08333808948130315,12.84,4.0,3.0
1329,0,0.4937129848026268,Medium Risk,10,628,0.04777070063694268,0.20816315827427737,46.195,15.0,12.0
1636,0,0.49371073447318586,Medium Risk,0,612,0.02287581699346405,0.23505201783468616,18.915,15.0,6.5
1882,1,0.49334534050024575,Medium Risk,2,615,0.04227642276422764,0.1668146175469744,5.775,3.0,2.0
481,0,0.49309817123306166,Medium Risk,18,632,0.0759493670886076,0.2130148447214504,27.605,11.5,9.5
1744,0,0.493025430043134,Medium Risk,19,590,0.09322033898305085,0.08991978459639874,13.12,9.0,5.0
2460,0,0.49296263908930077,Medium Risk,3,418,0.05980861244019139,0.09806022329987595,28.66,8.0,6.0
188,0,0.4927796786954034,Medium Risk,12,610,0.06557377049180328,0.25814620772974917,16.585,7.5,6.5
2291,1,0.49276834423108784,Medium Risk,16,595,0.09243697478991597,0.09926428717855271,5.58,3.0,2.0
1999,0,0.49243070613419754,Medium Risk,13,554,0.08664259927797834,0.22059159619968002,9.705,4.5,3.0
226,1,0.4920482261125494,Medium Risk,13,653,0.07656967840735068,0.22856953180754486,13.12,10.5,3.5
1576,0,0.49180140791831034,Medium Risk,7,660,0.025757575757575757,0.3376040840602696,20.569999999999997,12.0,11.0
103,0,0.49118809872297664,Medium Risk,13,578,0.08131487889273356,0.19428965358763717,4.96,3.0,3.0
375,0,0.4909558501246872,Medium Risk,0,587,0.039182282793867124,0.3738977072310406,5.9,4.0,3.0
1641,0,0.49094022689781647,Medium Risk,11,583,0.07890222984562607,0.18777684127468036,5.455,3.5,2.0
2099,0,0.49055669669557234,Medium Risk,12,645,0.07751937984496124,0.11861837314031776,9.505,5.5,2.0
62,1,0.4899071937191908,Medium Risk,12,604,0.054635761589403975,0.20690806869102954,9.52,8.0,8.0
191,0,0.4896770638505839,Medium Risk,4,655,0.04122137404580153,0.29356495594437715,14.52,9.0,5.0
1019,0,0.4896483895422066,Medium Risk,14,656,0.07469512195121951,0.16966206464613456,23.03,8.0,6.0
1789,1,0.4887966417853157,Medium Risk,2,669,0.03288490284005979,0.08670145639346498,9.370000000000001,4.0,3.5
1210,0,0.48859057687451884,Medium Risk,7,606,0.057755775577557754,0.24005122034684123,9.22,5.0,4.0
1811,1,0.4885819798663011,Medium Risk,1,585,0.02735042735042735,0.24838134559444497,40.6,49.0,10.0
2105,0,0.488566856162731,Medium Risk,14,666,0.04954954954954955,0.19883113234054509,21.91,13.0,11.0
2169,0,0.48836090852829106,Medium Risk,7,569,0.06502636203866433,0.1965636092391584,15.74,5.0,4.0
659,0,0.48830424825992846,Medium Risk,6,662,0.04682779456193353,0.17651926843397425,8.26,4.0,4.0
1675,1,0.487970996557671,Medium Risk,48,576,0.17708333333333334,0.3147597021034164,41.35,21.0,14.5
436,0,0.4871801689905215,Medium Risk,25,540,0.053703703703703705,0.13462233869203608,91.91,35.0,30.0
1649,0,0.4867652451967247,Medium Risk,11,561,0.0784313725490196,0.15309641335741817,13.515,5.0,4.0
382,1,0.4867621552447657,Medium Risk,6,621,0.05475040257648953,0.10178494314092412,15.329999999999998,6.5,4.0
2239,0,0.48665151391287104,Medium Risk,11,585,0.07008547008547009,0.27051584403768575,30.78,16.0,8.0
1380,1,0.48643391105290607,Medium Risk,2,671,0.037257824143070044,0.14267745347474345,8.620000000000001,4.0,3.0
753,0,0.48615969894432015,Medium Risk,11,638,0.07366771159874608,0.2756195690989168,28.450000000000003,12.0,6.0
1373,0,0.4860918133749265,Medium Risk,8,623,0.0593900481540931,0.11544464368732152,10.82,5.0,4.0
2287,0,0.4859912764973597,Medium Risk,4,574,0.05226480836236934,0.18830079113502568,15.114999999999998,5.5,4.5
613,0,0.4855331522486831,Medium Risk,5,659,0.015174506828528073,0.33041057313834044,32.255,18.5,14.0
1905,0,0.48466905398875854,Medium Risk,24,647,0.1205564142194745,0.14519037897230475,11.690000000000001,4.0,3.0
240,0,0.4846402665803909,Medium Risk,0,680,0.039705882352941174,0.3634465925878348,7.99,4.0,2.0
1105,0,0.48413271586980433,Medium Risk,1,618,0.012944983818770227,0.1663663972821331,45.405,27.0,13.5
1114,0,0.4837708922319293,Medium Risk,6,650,0.05692307692307692,0.2660963468704948,7.18,3.0,3.0
94,0,0.4836225638290255,Medium Risk,4,591,0.05752961082910321,0.2525650964476264,10.32,4.5,3.0
268,1,0.4834871555303514,Medium Risk,5,568,0.0528169014084507,0.2539884578786718,16.465,7.5,6.0
814,0,0.4830842722664548,Medium Risk,1,568,0.03873239436619718,0.1641255958712524,19.135,7.5,6.0
1952,0,0.48291775091271266,Medium Risk,1,600,0.05,0.24506876516878726,20.3,12.0,3.5
1198,0,0.48246853612023965,Medium Risk,11,564,0.07624113475177305,0.2534135495684018,18.35,8.0,6.0
2178,1,0.48241919462320604,Medium Risk,71,532,0.28383458646616544,0.12769991823162996,18.56,9.0,7.0
1447,0,0.4823736564383576,Medium Risk,5,641,0.059282371294851796,0.12461929843419686,10.75,2.5,2.0
1574,1,0.48220868357968727,Medium Risk,30,545,0.05137614678899083,0.3727568631897412,113.005,74.0,38.0
2368,1,0.482084480003185,Medium Risk,8,595,0.0453781512605042,0.16692434437355283,46.54,15.0,13.0
34,0,0.48182378818411153,Medium Risk,3,675,0.047407407407407405,0.19095378564405113,9.754999999999999,4.0,2.5
2117,0,0.4809679210498916,Medium Risk,26,545,0.11376146788990826,0.28378365018635504,15.719999999999999,10.0,9.5
2113,0,0.48059685213325026,Medium Risk,18,603,0.0978441127694859,0.17629818131175976,12.950000000000001,6.0,5.0
446,0,0.4805195243907341,Medium Risk,2,569,0.050966608084358524,0.040509718365727886,4.59,2.0,2.0
2283,0,0.4801272828085177,Medium Risk,0,630,0.025396825396825397,0.12391318776133271,32.295,52.5,8.0
1819,0,0.4801073690165592,Medium Risk,20,545,0.11743119266055047,0.18061413035812518,15.1,5.5,4.0
9,0,0.47993061799592435,Medium Risk,1,577,0.03292894280762565,0.2377578580655263,28.509999999999998,10.0,9.0
199,0,0.479897835581733,Medium Risk,13,598,0.08695652173913043,0.21164655994214526,5.92,4.5,3.0
1518,1,0.4798054291297517,Medium Risk,5,617,0.055105348460291734,0.259475749215662,23.825000000000003,9.0,6.0
246,0,0.47971045222144854,Medium Risk,11,641,0.07020280811232449,0.16913234706117553,13.58,5.0,5.0
1570,1,0.47954997867775334,Medium Risk,17,558,0.0913978494623656,0.2952099616729987,41.31,15.0,11.0
1950,1,0.4795488996694861,Medium Risk,5,622,0.04983922829581994,0.2477435251894903,16.819999999999997,8.0,6.0
1701,0,0.4794054372491006,Medium Risk,0,601,0.048252911813643926,0.07432970149469693,44.51,20.0,6.0
945,0,0.4791754919647088,Medium Risk,18,597,0.08040201005025126,0.17333979951290482,32.915,15.5,11.5
1886,1,0.4791149531278868,Medium Risk,3,665,0.045112781954887216,0.14104615384615385,7.734999999999999,4.0,3.0
174,1,0.4790774229934689,Medium Risk,12,610,0.04426229508196721,0.20785507989970126,37.18,20.0,15.0
1335,0,0.47895988494668096,Medium Risk,12,553,0.054249547920433995,0.3717862660486921,34.155,17.5,14.5
2458,0,0.4787460379919271,Medium Risk,12,653,0.07656967840735068,0.12071517376117459,13.045000000000002,4.5,4.0
144,1,0.47857506775975467,Medium Risk,32,555,0.15855855855855855,0.21764465200276537,19.490000000000002,7.0,5.0
1242,0,0.4784478692307485,Medium Risk,3,565,0.05663716814159292,0.3322961645923292,14.215,6.5,4.5
270,0,0.47835442712491144,Medium Risk,1,578,0.058823529411764705,0.3050408719346049,12.5,5.0,2.0
813,0,0.47831691767927703,Medium Risk,12,651,0.047619047619047616,0.12353053569453244,64.75,21.0,17.0
2293,0,0.47796336962856156,Medium Risk,8,605,0.06776859504132231,0.1117108041791624,36.85,20.0,7.0
974,0,0.47782112258015436,Medium Risk,10,604,0.061258278145695365,0.18152690863579474,20.67,14.0,8.0
2025,0,0.4772045013903691,Medium Risk,2,620,0.05161290322580645,0.10719307536385383,28.6,24.5,4.5
1313,0,0.4768046860068596,Medium Risk,0,569,0.04569420035149385,0.13339118173436737,22.794999999999998,5.0,5.0
1737,0,0.47640283856979626,Medium Risk,3,596,0.0436241610738255,0.3269565217391305,8.809999999999999,7.5,6.0
570,0,0.47617958782130054,Medium Risk,5,587,0.054514480408858604,0.3062461194585869,28.509999999999998,12.0,8.0
2089,0,0.47595055988145857,Medium Risk,3,674,0.04896142433234421,0.15184731446257013,4.1899999999999995,2.0,2.0
1360,1,0.47568949590154186,Medium Risk,8,619,0.03715670436187399,0.12838985067995368,26.15,13.0,12.0
1223,0,0.47539539748396764,Medium Risk,15,557,0.08797127468581688,0.20756893182805036,23.76,11.0,8.0
1868,0,0.4752509108783993,Medium Risk,5,645,0.05581395348837209,0.35579650200898133,7.29,7.5,4.0
959,0,0.47516936905104823,Medium Risk,13,562,0.10142348754448399,0.1345891569847927,13.370000000000001,6.0,2.0
822,0,0.4749758588156266,Medium Risk,12,612,0.06699346405228758,0.24998248441112592,14.52,9.0,8.0
797,0,0.47497490393867275,Medium Risk,35,536,0.166044776119403,0.0792649070299698,27.94,8.0,7.0
1838,0,0.47490728695490014,Medium Risk,4,572,0.055944055944055944,0.35362508276935517,19.77,8.5,6.5
2218,0,0.47477538665343066,Medium Risk,18,660,0.02727272727272727,0.3566619769077823,44.785,26.5,24.0
1712,0,0.474705198198141,Medium Risk,2,563,0.056838365896980464,0.1955580249024133,9.455,3.0,3.0
1106,0,0.4746279997271291,Medium Risk,2,653,0.05053598774885146,0.21393300833464382,12.85,4.0,3.0
2472,0,0.4740077760727957,Medium Risk,5,577,0.06412478336221837,0.18659873700711657,13.84,6.0,4.0
2081,1,0.4738661894656292,Medium Risk,2,587,0.059625212947189095,0.20743296016662327,16.22,5.0,3.0
1310,0,0.47353225540436017,Medium Risk,3,587,0.056218057921635436,0.22190327070285315,12.49,6.0,4.0
286,0,0.4731258222586457,Medium Risk,5,612,0.06209150326797386,0.10875900415942441,25.25,8.5,5.0
965,0,0.4726057836011375,Medium Risk,11,665,0.07669172932330827,0.23865799674304455,18.52,8.0,5.0
311,0,0.47246636458593,Medium Risk,11,644,0.07298136645962733,0.11361985565703864,21.47,11.0,6.0
754,0,0.4722323859409377,Medium Risk,11,559,0.05366726296958855,0.06594492157574292,51.55,24.5,15.5
861,0,0.4719715171408633,Medium Risk,4,640,0.0484375,0.098716713317732,13.31,5.0,5.0
2029,1,0.4711908729407101,Medium Risk,10,566,0.07950530035335689,0.21659068032447154,12.67,7.0,5.0
2,1,0.4706688551759215,Medium Risk,13,566,0.07950530035335689,0.17601338559309027,26.94,10.0,9.0
1171,0,0.47045825323201873,Medium Risk,2,562,0.05871886120996441,0.07828948877319328,12.32,4.0,3.0
1281,0,0.4703464026592485,Medium Risk,4,583,0.05660377358490566,0.1440338829977733,14.66,10.0,5.0
84,0,0.4700602345421964,Medium Risk,13,624,0.08012820512820513,0.1289144589520102,15.535,7.0,6.0
1743,0,0.4698409840876186,Medium Risk,2,606,0.066006600660066,0.20218308758401504,17.5,61.0,1.0
802,0,0.4697931310404253,Medium Risk,17,611,0.09328968903436989,0.11980877820303769,26.959999999999997,10.0,8.0
449,0,0.4694335086375139,Medium Risk,1,582,0.054982817869415807,0.1497497618579615,15.540000000000001,6.0,3.5
1552,0,0.46917938811114757,Medium Risk,5,591,0.05583756345177665,0.13418585937669908,23.490000000000002,13.0,7.0
407,0,0.4690152418510271,Medium Risk,2,585,0.07521367521367521,0.5160928508729153,10.0,3.5,1.0
933,1,0.46867790482980587,Medium Risk,23,604,0.1291390728476821,0.20805079096538692,15.0,10.0,4.0
1691,0,0.4685849571539671,Medium Risk,18,570,0.08421052631578947,0.19629504344110527,42.71,18.0,14.0
858,0,0.46850431999546094,Medium Risk,5,607,0.0642504118616145,0.1566744078030655,7.04,3.0,3.0
849,0,0.46837035413997785,Medium Risk,30,568,0.10211267605633803,0.10952044936259299,67.125,25.0,22.0
1895,1,0.468336336687567,Medium Risk,7,631,0.07765451664025357,0.18891500280305315,11.68,4.0,2.0
1586,0,0.4672132000402794,Medium Risk,21,565,0.12212389380530973,0.08070214846949042,26.45,9.0,6.0
843,0,0.46707955975290727,Medium Risk,22,635,0.10866141732283464,0.17192757117872537,23.0,10.0,8.0
550,0,0.46668308010855264,Medium Risk,6,632,0.04746835443037975,0.2450368605257279,20.26,11.5,9.0
2024,0,0.466630905732745,Medium Risk,29,587,0.15332197614991483,0.13099991923832768,33.07,19.0,6.0
1766,0,0.46605720900424896,Medium Risk,3,593,0.06070826306913996,0.21305067267800187,6.29,4.0,3.0
2442,0,0.4658455615836472,Medium Risk,0,604,0.056291390728476824,0.3102375194495998,13.66,4.0,3.0
1025,0,0.4656251506914361,Medium Risk,26,611,0.12929623567921442,0.21828070555261364,18.85,8.0,7.0
1420,1,0.4654928175332196,Medium Risk,27,608,0.12828947368421054,0.2251918694131764,26.61,15.5,9.0
1880,0,0.4651211430031514,Medium Risk,4,612,0.05228758169934641,0.2517078994494926,7.625,7.0,5.5
1983,0,0.46458107536665216,Medium Risk,5,597,0.05862646566164154,0.13377930978105373,46.33,16.0,10.0
810,0,0.46451379577815816,Medium Risk,2,605,0.05785123966942149,0.07453115547489414,12.37,5.0,3.0
1957,0,0.46451241949130506,Medium Risk,11,638,0.06739811912225706,0.15902657549588242,33.0,15.0,10.0
1072,0,0.46449723865129205,Medium Risk,33,539,0.10760667903525047,0.2328966344206245,26.314999999999998,25.0,19.0
2464,0,0.46407251415736805,Medium Risk,9,559,0.08407871198568873,0.15087546891683754,12.2,6.0,4.0
